MANDT;MATNR;STPRS;BKLAS
400;MR300417310009;0.00;3100
400;TG22;94.50;3100
400;MR700044;0.00;3100
400;MR516112006;0.00;3100
400;MR516112004;0.00;3100
400;MR516165;0.00;3100
400;MR516112016;0.00;3100
400;RM28;Feb 25;3000
400;MR411821;0.00;3100
400;TG0001;7.00;3100
400;MR311278;0.00;3100
400;MR300417310010;0.00;3100
400;MR700044;0.00;3100
400;MR516112007;0.00;3100
400;MR516165;0.00;3100
400;RM30;0.01;3000
400;MR411910;0.00;3100
400;TG0011;140.00;3100
400;MR300417310011;0.00;3100
400;MR516112007;0.00;3100
400;MR516112004;0.00;3100
400;MR516112017;0.00;3100
400;MR516166;0.00;3100
400;MR700045;0.00;3100
400;TG13;13.00;3100
400;MR411911;0.00;3100
400;MR315201;0.00;3100
400;MR300417310012;0.00;3100
400;TG0012;210.00;3100
400;MR516112007;0.00;3100
400;MR516166;0.00;3100
400;MR516112005;0.00;3100
400;MR700045;0.00;3100
400;TG20;13.50;3100
400;MR412113;0.00;3100
400;MR300417310013;0.00;3100
400;MR516112018;0.00;3100
400;NS0001;7.00;YB01
400;MR516112007;0.00;3100
400;MR-MD-CD-ART1;0.00;3100
400;MR516112005;0.00;3100
400;MR516101020;0.00;3100
400;MR700045;0.00;3100
400;TG22;13.50;3100
400;MR300417310014;0.00;3100
400;FG126;130.55;7920
400;MR516112008;0.00;3100
400;MR-MD-CD-ART1;0.00;3100
400;MR412310;0.00;3100
400;MR516112019;0.00;3100
400;MR516112006;0.00;3100
400;BW-1000;689.77;7920
400;MR300417310015;0.00;3100
400;MR700045;0.00;3100
400;FG226;190.33;7920
400;MR516112008;0.00;3100
400;MR-MD-FT1-ART1;0.00;3100
400;MR516112020;0.00;3100
400;MR300313722;0.00;3100
400;MR516122005;0.00;3100
400;BW-5000;129.51;7900
400;FG29;Jun 16;7920
400;MR412311;0.00;3100
400;MR700046;0.00;3100
400;MR516112008;0.00;3100
400;MR516112006;0.00;3100
400;MR300313722001;0.00;3100
400;MR516112021;0.00;3100
400;MR-MD-FT1-ART1;0.00;3100
400;BW-9000;May 79;3000
400;RM09;0.56;3000
400;MR412411;0.00;3100
400;MR516112008;0.00;3100
400;MR700046;0.00;3100
400;MR300313722002;0.00;3100
400;MR516112022;0.00;3100
400;MR-MD-FT2-ART1;0.00;3100
400;BW-5100;129.51;7900
400;MR516112007;0.00;3100
400;MR516120010;0.00;3100
400;RM120;Aug 75;3000
400;MR516112009;0.00;3100
400;MR412412;0.00;3100
400;MR700046;0.00;3100
400;MR300313722003;0.00;3100
400;MR516112023;0.00;3100
400;MR-MD-FT2-ART1;0.00;3100
400;BW-5200;129.51;7900
400;MR516112007;0.00;3100
400;RM122;May 25;3000
400;MR412420;0.00;3100
400;MR516112009;0.00;3100
400;MR300313722004;0.00;3100
400;MR700047;0.00;3100
400;MR516164;0.00;3100
400;MR516112024;0.00;3100
400;MR311121;0.00;3100
400;MR516112008;0.00;3100
400;RM124;Feb 45;3000
400;MR412421;0.00;3100
400;MR516112009;0.00;3100
400;MR300313722005;0.00;3100
400;MR700047;0.00;3100
400;BW-5300;129.51;7900
400;MR311122;0.00;3100
400;MR516112025;0.00;3100
400;MR516120015;0.00;3100
400;MR516112008;0.00;3100
400;RM128;Nov 55;3000
400;MR412610;0.00;3100
400;MR516112009;0.00;3100
400;MR300313722006;0.00;3100
400;MR311123;0.00;3100
400;MR700047;0.00;3100
400;MR516101001;0.00;3100
400;MR516112009;0.00;3100
400;MR516122022;0.00;3100
400;RM12;7.00;3000
400;MR412611;0.00;3100
400;BW-9100;May 79;3000
400;MR516112010;0.00;3100
400;MR300313722007;0.00;3100
400;MR311124;0.00;3100
400;MR516101002;0.00;3100
400;MR516112009;0.00;3100
400;RM13;Mar 50;3000
400;MR516101012;0.00;3100
400;MR516112010;0.00;3100
400;MR315923;0.00;3100
400;MR300313722008;0.00;3100
400;MR311125;0.00;3100
400;MR700027;0.00;3100
400;MR516101003;0.00;3100
400;BW-9200;May 79;3000
400;RM14;May 25;3000
400;MR516112010;0.00;3100
400;MR516120015;0.00;3100
400;MR315924;0.00;3100
400;MR300313722009;0.00;3100
400;MR311126;0.00;3100
400;MR516101004;0.00;3100
400;BW-9300;May 79;3000
400;MR516112010;0.00;3100
400;RM15;Jan 40;3000
400;MR516112010;0.00;3100
400;MR516120022;0.00;3100
400;MR318312;0.00;3100
400;MR700027;0.00;3100
400;MR311127;0.00;3100
400;MR300313722010;0.00;3100
400;MR516101005;0.00;3100
400;RM16;Jan 75;3000
400;BW-9400;May 79;3000
400;MR516112011;0.00;3100
400;MR516163;0.00;3100
400;MR318313;0.00;3100
400;MR311127;0.00;3100
400;MR516112010;0.00;3100
400;MR516101006;0.00;3100
400;RM17;Jun 16;3000
400;MR700027;0.00;3100
400;BW-9500;May 79;3000
400;MR74825;0.00;3100
400;MR319111;0.00;3100
400;MR311128;0.00;3100
400;MR516122010;0.00;3100
400;MR516112011;0.00;3100
400;RM18;Apr 69;3000
400;MR516101007;0.00;3100
400;BW-9600;May 79;3000
400;MR311129;0.00;3100
400;MR319112;0.00;3100
400;MR516101024;0.00;3100
400;MR516112011;0.00;3100
400;RM19;0.84;3000
400;MR516112011;0.00;3100
400;MR700028;0.00;3100
400;MR450200;0.00;3100
400;BW-9700;May 79;3000
400;MR311130;0.00;3100
400;MR319211;0.00;3100
400;MR516101008;0.00;3100
400;MR516131;0.00;3100
400;RM20;09. Oct;3000
400;MR516112011;0.00;3100
400;MR516112012;0.00;3100
400;MR450201;0.00;3100
400;MR311220;0.00;3100
400;BW-9800;May 79;3000
400;RM27;May 25;3000
400;MR319212;0.00;3100
400;MR700028;0.00;3100
400;MR516112011;0.00;3100
400;MR516236;0.00;3100
400;MR516112012;0.00;3100
400;MR450202;0.00;3100
400;MR311221;0.00;3100
400;MR516101009;0.00;3100
400;BW-9900;May 79;3000
400;RM28;15.75;3000
400;MR516112012;0.00;3100
400;MR319218;0.00;3100
400;MR700028;0.00;3100
400;MR516112016;0.00;3100
400;MR516112013;0.00;3100
400;MR450203;0.00;3100
400;MR320211;0.00;3100
400;MR516101010;0.00;3100
400;BW-5400;129.51;7900
400;RM30;0.07;3000
400;MR516112012;0.00;3100
400;MR319219;0.00;3100
400;MR700029;0.00;3100
400;MR450204;0.00;3100
400;MR516130;0.00;3100
400;MR320212;0.00;3100
400;MR516101011;0.00;3100
400;MR516112013;0.00;3100
400;SG124;Mar 64;7900
400;MZ-TG-40;13.50;3100
400;MR516112012;0.00;3100
400;MR311231;0.00;3100
400;MR700029;0.00;3100
400;MR320213;0.00;3100
400;MR450205;0.00;3100
400;MR516206012;0.00;3100
400;SG21;Oct 50;7900
400;MR516101012;0.00;3100
400;MG-TG-40;13.50;3100
400;MR516112012;0.00;3100
400;MR311232;0.00;3100
400;MR700029;0.00;3100
400;MR320214;0.00;3100
400;MR516158;0.00;3100
400;MR516120018;0.00;3100
400;SG224;Mar 64;7900
400;TG015;13.50;3100
400;MR516112014;0.00;3100
400;MR516101013;0.00;3100
400;MR516112013;0.00;3100
400;MR311260;0.00;3100
400;MR516133;0.00;3100
400;MR320215;0.00;3100
400;MR516158;0.00;3100
400;SG22;18.90;7900
400;MR516122024;0.00;3100
400;LMO-PRD-C901;1.00;3000
400;MR516101014;0.00;3100
400;MR311261;0.00;3100
400;MR516112014;0.00;3100
400;MR516159;0.00;3100
400;MR320216;0.00;3100
400;MR516133;0.00;3100
400;MR516112013;0.00;3100
400;SG24;Jan 19;7900
400;MR516112020;0.00;3100
400;LMO-PRD-M121;1.00;7920
400;MR516101015;0.00;3100
400;MR311278;0.00;3100
400;MR516112015;0.00;3100
400;MR516159;0.00;3100
400;MR411210;0.00;3100
400;SG25;40.25;7900
400;MR516133;0.00;3100
400;MR516122001;0.00;3100
400;MZ-TG-90;13.50;3100
400;MR311279;0.00;3100
400;MR516112013;0.00;3100
400;MR516112015;0.00;3100
400;MR411211;0.00;3100
400;SG325A;46.20;7900
400;MR516134;0.00;3100
400;MR516160;0.00;3100
400;MR516101016;0.00;3100
400;MR516185;0.00;3100
400;MZ-RM-M520-01;210.00;3000
400;MR311290;0.00;3100
400;MR411311;0.00;3100
400;MR516112016;0.00;3100
400;SG325B;39.20;7900
400;MR516134;0.00;3100
400;MR516112013;0.00;3100
400;MR516112024;0.00;3100
400;MZ-RM-M520-02;15.00;3000
400;MR411312;0.00;3100
400;MR516112016;0.00;3100
400;SG23;13.16;7900
400;MR516160;0.00;3100
400;MR516101017;0.00;3100
400;MR516134;0.00;3100
400;MR516112014;0.00;3100
400;MR311291;0.00;3100
400;MR516120022;0.00;3100
400;MR411411;0.00;3100
400;MR516112017;0.00;3100
400;MZ-RM-M520-03;15.00;3000
400;RP001;40.00;3050
400;MR516135;0.00;3100
400;MR516112014;0.00;3100
400;MR516101018;0.00;3100
400;MR516160;0.00;3100
400;MR516112017;0.00;3100
400;MR571000001;31.50;3100
400;SP001;780.00;3040
400;MZ-RM-M520-04;36.00;3000
400;MR311301;0.00;3100
400;MR411412;0.00;3100
400;MR516112014;0.00;3100
400;MR516135;0.00;3100
400;MR516101019;0.00;3100
400;SP002;800.00;3040
400;MR516112018;0.00;3100
400;MZ-RM-M520-05;58.00;3000
400;MR571000001;31.50;3100
400;MR411420;0.00;3100
400;MR516112014;0.00;3100
400;MR516135;0.00;3100
400;MR516161;0.00;3100
400;MR516101020;0.00;3100
400;SP003;800.00;3040
400;MR516112018;0.00;3100
400;MZ-RM-M520-06;36.00;3000
400;MR311302;0.00;3100
400;MR411421;0.00;3100
400;MR571000001;31.50;3100
400;MR516112015;0.00;3100
400;MR516147;0.00;3100
400;MR516101021;0.00;3100
400;SP004;780.00;3040
400;MR516112019;0.00;3100
400;MR411520;0.00;3100
400;MZ-RM-M520-07;110.00;3000
400;MR571000001;31.50;3100
400;MR516112015;0.00;3100
400;MR516161;0.00;3100
400;MR516147;0.00;3100
400;MR516101022;0.00;3100
400;SP005;800.00;3040
400;MR311325;0.00;3100
400;MR411521;0.00;3100
400;MR516112019;0.00;3100
400;MR571000001;31.50;3100
400;MR516112015;0.00;3100
400;MZ-RM-M520-08;43.00;3000
400;MR516161;0.00;3100
400;MR516147;0.00;3100
400;SP006;800.00;3040
400;MR516101023;0.00;3100
400;MR411610;0.00;3100
400;MR516112020;0.00;3100
400;MR571000001;31.50;3100
400;MR516112015;0.00;3100
400;MR516162;0.00;3100
400;MR516148;0.00;3100
400;MZ-RM-M520-09;165.00;3000
400;FG129;256.00;7920
400;MR411611;0.00;3100
400;MR516101024;0.00;3100
400;MR516112020;0.00;3100
400;MR516162;0.00;3100
400;MR571000001;31.50;3100
400;MR516148;0.00;3100
400;SG29;120.00;7900
400;MZ-RM-M520-10;36.00;3000
400;MR411820;0.00;3100
400;MR516101025;0.00;3100
400;MR516112016;0.00;3100
400;MR516112021;0.00;3100
400;MR516162;0.00;3100
400;FG233;136.50;7920
400;MR311326;0.00;3100
400;MR571000001;31.50;3100
400;MR411821;0.00;3100
400;MZ-P300403;13.50;3100
400;MR516148;0.00;3100
400;MR516112001;0.00;3100
400;MR516112021;0.00;3100
400;MR516163;0.00;3100
400;RM233-1;19.50;3000
400;MR311341;0.00;3100
400;MR411910;0.00;3100
400;MZ_REPAIR;13.50;3100
400;MR516112016;0.00;3100
400;MR516112002;0.00;3100
400;MR516112022;0.00;3100
400;MR516163;0.00;3100
400;RM233-2;19.50;3000
400;MR571000001;31.50;3100
400;MR516149;0.00;3100
400;MR311342;0.00;3100
400;MR411911;0.00;3100
400;TG23;13.50;3100
400;MR516112016;0.00;3100
400;MR516112003;0.00;3100
400;MR516163;0.00;3100
400;MR516112022;0.00;3100
400;RM233-4;19.50;3000
400;MR412113;0.00;3100
400;MR311351;0.00;3100
400;MR516149;0.00;3100
400;MLBW-PROD02;1103.45;7920
400;MR516112016;0.00;3100
400;MR516112004;0.00;3100
400;MR516164;0.00;3100
400;MR516112023;0.00;3100
400;RM234;22.75;3000
400;MR571000001;31.50;3100
400;MR412114;0.00;3100
400;MR516149;0.00;3100
400;MR311352;0.00;3100
400;MLBW-PROD03;1103.45;7920
400;MR516112017;0.00;3100
400;MR516164;0.00;3100
400;MR516112005;0.00;3100
400;SG233;27.30;7900
400;MR412114;0.00;3100
400;MR571000001;31.50;3100
400;MR585158;0.00;3100
400;MLBW-PROD04;1103.45;7920
400;MR516112017;0.00;3100
400;MR516164;0.00;3100
400;MR311361;0.00;3100
400;MR516112023;0.00;3100
400;TKW_1007;170.00;3000
400;MR412122;0.00;3100
400;MR516112006;0.00;3100
400;MR571000001;37.27;3100
400;MR585158;0.00;3100
400;MR516165;0.00;3100
400;TG10;13.00;3100
400;MR311362;0.00;3100
400;MR412122;0.00;3100
400;MLBW-PROD05;1103.45;7920
400;MR516112017;0.00;3100
400;MR516112024;0.00;3100
400;MR571000001;37.27;3100
400;MR585158;0.00;3100
400;MR516165;0.00;3100
400;TG11;13.50;3100
400;MR311511;0.00;3100
400;MR412123;0.00;3100
400;MR516112007;0.00;3100
400;MR516112024;0.00;3100
400;MR585159;0.00;3100
400;MR516165;0.00;3100
400;MR571000001;37.27;3100
400;MR311512;0.00;3100
400;MR516112017;0.00;3100
400;MR412123;0.00;3100
400;TG12;13.50;3100
400;MLBW-PROD06;1103.45;7920
400;MR516166;0.00;3100
400;MR585159;0.00;3100
400;MR516112025;0.00;3100
400;MR571000001;37.27;3100
400;MR311619;0.00;3100
400;MR516112008;0.00;3100
400;MR412141;0.00;3100
400;TG13;13.00;3100
400;MR516166;0.00;3100
400;MR516112018;0.00;3100
400;MR585159;0.00;3100
400;MLBW-PROD07;1103.45;7920
400;MR311621;0.00;3100
400;MR412141;0.00;3100
400;MR571000001;37.27;3100
400;TG14;13.50;3100
400;MR516112009;0.00;3100
400;MR516166;0.00;3100
400;MLBW-PROD08;1103.45;7920
400;MR595158;0.00;3100
400;MR516112025;0.00;3100
400;MR412142;0.00;3100
400;MR311630;0.00;3100
400;MR571000001;37.27;3100
400;MR516112018;0.00;3100
400;MR516112010;0.00;3100
400;MR516101001;0.00;3100
400;TG20;13.50;3100
400;MLBW-PROD09;1103.45;7920
400;MR412142;0.00;3100
400;MR311645;0.00;3100
400;MR516158;0.00;3100
400;MR595158;0.00;3100
400;MR516112018;0.00;3100
400;MR516101001;0.00;3100
400;MR516112011;0.00;3100
400;MR571000001;37.27;3100
400;TG21;13.50;3100
400;MLBW-PROD10;1103.45;7920
400;MR412310;0.00;3100
400;MR311646;0.00;3100
400;MR516159;0.00;3100
400;MR516112018;0.00;3100
400;MR516101001;0.00;3100
400;MR516112012;0.00;3100
400;MR571000001;37.27;3100
400;TG22;13.50;3100
400;MR412311;0.00;3100
400;MR595158;0.00;3100
400;MR516112019;0.00;3100
400;MLBW-COMP01;241.04;7900
400;MR300417310012;0.00;3100
400;MR311711;0.00;3100
400;MR516112013;0.00;3100
400;MR571000001;37.27;3100
400;TG0001;1.00;3100
400;MR516158;0.00;3100
400;MR412411;0.00;3100
400;MR516112019;0.00;3100
400;MR516101002;0.00;3100
400;MR595159;0.00;3100
400;MR516112014;0.00;3100
400;TG0011;20.00;3100
400;MR571000001;37.27;3100
400;MR412412;0.00;3100
400;MR311721;0.00;3100
400;MR516159;0.00;3100
400;MLBW-COMP02;241.04;7900
400;MR516112019;0.00;3100
400;MR516101002;0.00;3100
400;MR516112015;0.00;3100
400;TG0012;30.00;3100
400;MR571000001;31.50;3100
400;MR412420;0.00;3100
400;MR311731;0.00;3100
400;MR516160;0.00;3100
400;MR300417310013;0.00;3100
400;MR595159;0.00;3100
400;MR516112019;0.00;3100
400;MR516112016;0.00;3100
400;NS0001;1.00;YB01
400;MLBW-COMP03;241.04;7900
400;MR412421;0.00;3100
400;MR571000001;37.27;3100
400;MR311811;0.00;3100
400;MR516101003;0.00;3100
400;MR516161;0.00;3100
400;FG126;18.65;7920
400;MR516112017;0.00;3100
400;MR412610;0.00;3100
400;MLBW-COMP04;241.04;7900
400;MR571000001;37.27;3100
400;MR311812;0.00;3100
400;MR595159;0.00;3100
400;MR516112020;0.00;3100
400;MR516101003;0.00;3100
400;MR516162;0.00;3100
400;FG226;27.19;7920
400;MR412611;0.00;3100
400;MR516112018;0.00;3100
400;MLBW-COMP05;241.04;7900
400;MR571000001;31.50;3100
400;MR314111;0.00;3100
400;FG29;0.88;7920
400;MR315923;0.00;3100
400;MR516112019;0.00;3100
400;MR525851;0.00;3100
400;MLBW-COMP06;241.04;7900
400;MR571000002;31.50;3100
400;MR516163;0.00;3100
400;MR314112;0.00;3100
400;MR516112020;0.00;3100
400;MR300417310014;0.00;3100
400;RM09;0.08;3000
400;MR516112020;0.00;3100
400;MR315924;0.00;3100
400;MLBW-COMP07;241.04;7900
400;MR571000002;31.50;3100
400;MR314162;0.00;3100
400;MR525851;0.00;3100
400;RM120;Jan 25;3000
400;MR516164;0.00;3100
400;MR318312;0.00;3100
400;MR516112021;0.00;3100
400;MLBW-COMP08;241.04;7900
400;MR516112020;0.00;3100
400;MR516101004;0.00;3100
400;MR571000002;31.50;3100
400;MR314163;0.00;3100
400;RM122;0.75;3000
400;MR318313;0.00;3100
400;MR516112022;0.00;3100
400;MLBW-COMP09;241.04;7900
400;MR571000002;31.50;3100
400;MR314201;0.00;3100
400;MR516165;0.00;3100
400;MR525851;0.00;3100
400;MR516101004;0.00;3100
400;RM124;0.35;3000
400;MR516112020;0.00;3100
400;MR319111;0.00;3100
400;MR516112023;0.00;3100
400;MLBW-COMP10;241.04;7900
400;MR571000002;31.50;3100
400;MR314202;0.00;3100
400;MR300417310015;0.00;3100
400;MR525852;0.00;3100
400;MR319112;0.00;3100
400;RM128;Jan 65;3000
400;MR516112021;0.00;3100
400;MR516166;0.00;3100
400;MR516112024;0.00;3100
400;MLBW-RAW02;115.85;3000
400;MR314311;0.00;3100
400;MR571000002;31.50;3100
400;MR516101005;0.00;3100
400;MR319211;0.00;3100
400;MR525852;0.00;3100
400;RM12;1.00;3000
400;MR516112021;0.00;3100
400;MR516112025;0.00;3100
400;MLBW-RAW03;115.85;3000
400;MR314312;0.00;3100
400;MR516101005;0.00;3100
400;MR571000002;31.50;3100
400;MR319212;0.00;3100
400;RM13;0.50;3000
400;MR525852;0.00;3100
400;MR516112021;0.00;3100
400;MR516101001;0.00;3100
400;MR516158;0.00;3100
400;MLBW-RAW04;115.85;3000
400;MR314411;0.00;3100
400;MR319218;0.00;3100
400;RM14;0.75;3000
400;MR535158;0.00;3100
400;MR516112021;0.00;3100
400;MR571000002;31.50;3100
400;MR516101002;0.00;3100
400;MR300313722001;0.00;3100
400;MR314412;0.00;3100
400;MLBW-RAW05;115.85;3000
400;MR319219;0.00;3100
400;RM15;0.20;3000
400;MR516112022;0.00;3100
400;MR535158;0.00;3100
400;MR516101003;0.00;3100
400;MR516159;0.00;3100
400;MR571000002;31.50;3100
400;MR315201;0.00;3100
400;MR311231;0.00;3100
400;RM16;0.25;3000
400;MLBW-RAW06;115.85;3000
400;MR516112022;0.00;3100
400;MR535158;0.00;3100
400;MR516101004;0.00;3100
400;MR516101006;0.00;3100
400;MR315221;0.00;3100
400;MR571000002;31.50;3100
400;MR311232;0.00;3100
400;RM17;0.88;3000
400;MR516112022;0.00;3100
400;MR535159;0.00;3100
400;MR516160;0.00;3100
400;MZ-FG-E106;1133.38;7920
400;MR516101005;0.00;3100
400;MR315231;0.00;3100
400;MR516101006;0.00;3100
400;MR311260;0.00;3100
400;RM18;0.67;3000
400;MR571000002;31.50;3100
400;MR516112022;0.00;3100
400;MR535159;0.00;3100
400;MZ-SV-WC-1;0.00;3200
400;MR315311;0.00;3100
400;MR300313722002;0.00;3100
400;MR311261;0.00;3100
400;RM19;0.12;3000
400;MR571000002;37.27;3100
400;MR516161;0.00;3100
400;MR516101006;0.00;3100
400;MR516112023;0.00;3100
400;MR535159;0.00;3100
400;MZ-SV-PM-1;0.00;3200
400;MR315320;0.00;3100
400;MR311278;0.00;3100
400;MR516101007;0.00;3100
400;RM20;Jan 30;3000
400;MR571000002;37.27;3100
400;MR516162;0.00;3100
400;MR516112023;0.00;3100
400;MR516112001;0.00;3100
400;MR315331;0.00;3100
400;MR311279;0.00;3100
400;RM27;0.75;3000
400;MR516101007;0.00;3100
400;MZ-SV-RT-1;0.00;3200
400;MR516101007;0.00;3100
400;MR571000002;37.27;3100
400;MR516112023;0.00;3100
400;MR516163;0.00;3100
400;MR315341;0.00;3100
400;MR311290;0.00;3100
400;RM28;Feb 25;3000
400;MZ-SV-ED-1;0.00;3200
400;MR300313722003;0.00;3100
400;MR516101008;0.00;3100
400;MR571000002;37.27;3100
400;MR516112023;0.00;3100
400;MR516164;0.00;3100
400;MR311291;0.00;3100
400;RM30;0.01;3000
400;MR315351;0.00;3100
400;MZ-SV-RC-1;0.00;3200
400;MR516101009;0.00;3100
400;MR516112024;0.00;3100
400;MR516165;0.00;3100
400;MR571000002;37.27;3100
400;MR311301;0.00;3100
400;SG124;0.52;7900
400;MR318410;0.00;3100
400;MZ-SV-IN-1;0.00;3200
400;MR516101008;0.00;3100
400;MR516101010;0.00;3100
400;MR516112024;0.00;3100
400;MR516166;0.00;3100
400;MR571000002;37.27;3100
400;MR311302;0.00;3100
400;MZ-SV-AU-1;0.00;3200
400;SG21;Jan 50;7900
400;MR318411;0.00;3100
400;MR516101011;0.00;3100
400;MR516112024;0.00;3100
400;MR311325;0.00;3100
400;MR516101008;0.00;3100
400;MR516158;0.00;3100
400;MR571000002;37.27;3100
400;MR311121;0.00;3100
400;MZ-FG-500;446.91;7920
400;MR516101012;0.00;3100
400;MR516112024;0.00;3100
400;MR311326;0.00;3100
400;MR516112001;0.00;3100
400;MR300313722004;0.00;3100
400;MR516159;0.00;3100
400;MR571000002;37.27;3100
400;MR311121;0.00;3100
400;MZ-PROC-AC-HK-0843;230.56;3100
400;MR311341;0.00;3100
400;MR516112025;0.00;3100
400;MR516101013;0.00;3100
400;MR516101009;0.00;3100
400;MR516160;0.00;3100
400;MR571000002;37.27;3100
400;MR311122;0.00;3100
400;MR311342;0.00;3100
400;MZ-PROC-CE-CP-C470;42.59;3100
400;MR516112025;0.00;3100
400;MR516101009;0.00;3100
400;MR516161;0.00;3100
400;MR311122;0.00;3100
400;MR311351;0.00;3100
400;MR516112025;0.00;3100
400;MR571000002;37.27;3100
400;MZ-PROC-CE-CS-0411;189.77;3100
400;MR300313722005;0.00;3100
400;MR516112001;0.00;3100
400;MR516162;0.00;3100
400;MR311123;0.00;3100
400;MR311352;0.00;3100
400;MR516112025;0.00;3100
400;MR516101010;0.00;3100
400;MZ-PROC-CE-SW-2034;67.69;3100
400;MR311123;0.00;3100
400;MR516163;0.00;3100
400;MR516112002;0.00;3100
400;SG224;0.52;7900
400;MR311361;0.00;3100
400;MR571000002;31.50;3100
400;MR-MD-CD-ART1;0.00;3100
400;MR516101010;0.00;3100
400;MZ-PROC-CH-AC-C120;Sep 89;3100
400;MR311362;0.00;3100
400;MR516112002;0.00;3100
400;MR311124;0.00;3100
400;MR-MD-CD-ART1;0.00;3100
400;MR300313722006;0.00;3100
400;MR571000002;37.27;3100
400;MR516164;0.00;3100
400;SG22;Feb 70;7900
400;MZ-PROC-DC-AF-0789;230.34;3100
400;MR311511;0.00;3100
400;MR516101011;0.00;3100
400;MR-MD-CD-ART1;0.00;3100
400;MR516112002;0.00;3100
400;MR516101014;0.00;3100
400;MR571000002;37.27;3100
400;SG24;0.17;7900
400;MZ-PROC-DC-CP-2070;40.00;3100
400;MR311512;0.00;3100
400;MR311124;0.00;3100
400;MR516165;0.00;3100
400;MR516101011;0.00;3100
400;SG25;May 75;7900
400;MR516112003;0.00;3100
400;MR-MD-CD-ART1;0.00;3100
400;MR571000002;31.50;3100
400;MZ-PROC-DC-SF-0090;Dec 40;3100
400;MR300313722007;0.00;3100
400;MR-MD-CD-ART1;0.00;3100
400;MR516166;0.00;3100
400;SG325A;Jun 60;7900
400;MR516112003;0.00;3100
400;MR571000003;31.50;3100
400;MR516101015;0.00;3100
400;MR311125;0.00;3100
400;MZ-PROC-DC-SP-3525;105.00;3100
400;MR311619;0.00;3100
400;MR516101012;0.00;3100
400;MR-MD-CD-ART1;0.00;3100
400;SG325B;May 60;7900
400;MR516158;0.00;3100
400;MR571000003;31.50;3100
400;MR516112003;0.00;3100
400;MR311125;0.00;3100
400;MR516101016;0.00;3100
400;MZ-PROC-FF-DA-W290;345.59;3100
400;MR311621;0.00;3100
400;SG23;Jan 88;7900
400;MR516159;0.00;3100
400;MR-MD-CD-ART1;0.00;3100
400;MR571000003;31.50;3100
400;MR516101012;0.00;3100
400;MR516112004;0.00;3100
400;MR311126;0.00;3100
400;MR516101017;0.00;3100
400;MR311630;0.00;3100
400;MZ-PROC-FF-DF-W310;269.09;3100
400;MR516160;0.00;3100
400;RP001;5.00;3050
400;MR-MD-CD-ART1;0.00;3100
400;MR571000003;31.50;3100
400;MR311126;0.00;3100
400;MR516112004;0.00;3100
400;MR311645;0.00;3100
400;MZ-PROC-FF-SR-3520;100.00;3100
400;MR516101018;0.00;3100
400;SP001;130.00;3040
400;MR300313722008;0.00;3100
400;MR-MD-CD-ART1;0.00;3100
400;MR311127;0.00;3100
400;MR571000003;31.50;3100
400;MR516112004;0.00;3100
400;MR311646;0.00;3100
400;MR516161;0.00;3100
400;MZ-PROC-GM-DC-0206;Mar 77;3100
400;SP002;130.50;3040
400;MR-MD-FT2-ART1;0.00;3100
400;MR311127;0.00;3100
400;MR516101013;0.00;3100
400;MR571000003;31.50;3100
400;MR516101019;0.00;3100
400;MR311711;0.00;3100
400;MR516112005;0.00;3100
400;MZ-PROC-GM-SB-0594;29.48;3100
400;SP003;130.50;3040
400;MR-MD-FT2-ART1;0.00;3100
400;MR311128;0.00;3100
400;MR516101013;0.00;3100
400;MR311721;0.00;3100
400;MR571000003;31.50;3100
400;MR516162;0.00;3100
400;MR516101020;0.00;3100
400;MZ-PROC-GM-SO-0316;Jun 22;3100
400;SP004;130.00;3040
400;MR516112005;0.00;3100
400;MR-MD-FT2-ART1;0.00;3100
400;MR311128;0.00;3100
400;MR300313722009;0.00;3100
400;MR311731;0.00;3100
400;MR571000003;31.50;3100
400;MR516101021;0.00;3100
400;MZ-PROC-GM-SS-8682;03. Mar;3100
400;MR516112005;0.00;3100
400;MR516163;0.00;3100
400;MR-MD-FT2-ART1;0.00;3100
400;MR311129;0.00;3100
400;MR516101014;0.00;3100
400;MR311811;0.00;3100
400;MR571000003;31.50;3100
400;SP005;130.50;3040
400;MR516101022;0.00;3100
400;MZ-PROC-IM-FA-5370;106.35;3100
400;MR516164;0.00;3100
400;MR516112006;0.00;3100
400;MR-MD-FT2-ART1;0.00;3100
400;MR516101014;0.00;3100
400;MR311129;0.00;3100
400;MR311812;0.00;3100
400;MR571000003;31.50;3100
400;SP006;130.50;3040
400;MR516165;0.00;3100
400;MR-MD-FT2-ART1;0.00;3100
400;MR300313722010;0.00;3100
400;MR411120;0.00;3100
400;MR314111;0.00;3100
400;MR516112006;0.00;3100
400;MR571000003;31.50;3100
400;MZ-PROC-IM-HT-1395;30.49;3100
400;FG129;32.00;7920
400;MR516166;0.00;3100
400;MR-MD-FT2-ART1;0.00;3100
400;MR516101015;0.00;3100
400;MR411120;0.00;3100
400;MR314112;0.00;3100
400;MR516112006;0.00;3100
400;MR571000003;37.27;3100
400;MR516101015;0.00;3100
400;MR516158;0.00;3100
400;MR-MD-FT2-ART1;0.00;3100
400;MR314162;0.00;3100
400;MR411121;0.00;3100
400;MR516112007;0.00;3100
400;MR571000003;37.27;3100
400;MZ-PROC-IM-KC-0806;46.90;3100
400;SG29;15.00;7900
400;MR74825;0.00;3100
400;MR516158;0.00;3100
