439, 4091, 0, Texas, 2017-05-18T15:25:52.933Z, d75ac4456119
409, 3960, 2, Monaco, 2017-05-19T10:32:51.329Z, f9dbec446bf0
363, 3733, 1, Monaco, 2017-05-19T10:32:51.586Z, d397e6a81ea4
381, 3956, 2, Monaco, 2017-05-19T10:32:51.740Z, f9dbec446bf0
402, 3715, 1, Monaco, 2017-05-19T10:32:51.893Z, d397e6a81ea4
385, 3956, 2, Monaco, 2017-05-19T10:32:52.211Z, f9dbec446bf0
443, 3706, 1, Monaco, 2017-05-19T10:32:52.449Z, d397e6a81ea4
402, 3957, 2, Monaco, 2017-05-19T10:32:52.656Z, f9dbec446bf0
398, 3699, 1, Monaco, 2017-05-19T10:32:52.762Z, d397e6a81ea4
393, 3980, 2, Monaco, 2017-05-19T10:32:53.163Z, f9dbec446bf0
381, 3739, 1, Monaco, 2017-05-19T10:32:53.471Z, d397e6a81ea4
371, 3975, 2, Monaco, 2017-05-19T10:32:53.727Z, f9dbec446bf0
389, 3730, 1, Monaco, 2017-05-19T10:32:53.781Z, d397e6a81ea4
387, 3983, 2, Monaco, 2017-05-19T10:32:54.085Z, f9dbec446bf0
388, 3716, 1, Monaco, 2017-05-19T10:32:54.288Z, d397e6a81ea4
418, 3977, 2, Monaco, 2017-05-19T10:32:54.443Z, f9dbec446bf0
408, 3706, 1, Monaco, 2017-05-19T10:32:54.803Z, d397e6a81ea4
403, 3977, 2, Monaco, 2017-05-19T10:32:55.055Z, f9dbec446bf0
514, 3687, 1, Monaco, 2017-05-19T10:32:55.110Z, d397e6a81ea4
320, 3678, 1, Monaco, 2017-05-19T10:32:55.416Z, d397e6a81ea4
389, 3969, 2, Monaco, 2017-05-19T10:32:55.467Z, f9dbec446bf0
401, 3965, 2, Monaco, 2017-05-19T10:32:55.922Z, f9dbec446bf0
409, 3679, 1, Monaco, 2017-05-19T10:32:56.179Z, d397e6a81ea4
408, 3701, 1, Monaco, 2017-05-19T10:32:56.737Z, d397e6a81ea4
385, 3973, 2, Monaco, 2017-05-19T10:32:56.737Z, f9dbec446bf0
384, 3970, 2, Monaco, 2017-05-19T10:32:57.042Z, f9dbec446bf0
404, 3700, 1, Monaco, 2017-05-19T10:32:57.348Z, d397e6a81ea4
374, 3969, 2, Monaco, 2017-05-19T10:32:57.504Z, f9dbec446bf0
378, 3692, 1, Monaco, 2017-05-19T10:32:57.960Z, d397e6a81ea4
394, 3688, 1, Monaco, 2017-05-19T10:32:58.412Z, d397e6a81ea4
370, 3965, 2, Monaco, 2017-05-19T10:32:58.619Z, f9dbec446bf0
371, 3684, 1, Monaco, 2017-05-19T10:32:59.073Z, d397e6a81ea4
409, 3967, 2, Monaco, 2017-05-19T10:32:59.277Z, f9dbec446bf0
469, 3978, 2, Monaco, 2017-05-19T10:32:59.787Z, f9dbec446bf0
392, 3682, 1, Monaco, 2017-05-19T10:32:59.893Z, d397e6a81ea4
415, 3975, 2, Monaco, 2017-05-19T10:33:00.495Z, f9dbec446bf0
392, 3680, 1, Monaco, 2017-05-19T10:33:00.500Z, d397e6a81ea4
412, 3994, 2, Monaco, 2017-05-19T10:33:00.801Z, f9dbec446bf0
380, 3678, 1, Monaco, 2017-05-19T10:33:00.854Z, d397e6a81ea4
381, 3684, 1, Monaco, 2017-05-19T10:33:01.010Z, d397e6a81ea4
406, 3984, 2, Monaco, 2017-05-19T10:33:01.119Z, f9dbec446bf0
392, 3977, 2, Monaco, 2017-05-19T10:33:01.440Z, f9dbec446bf0
364, 3751, 1, Monaco, 2017-05-19T10:33:01.477Z, d397e6a81ea4
400, 4027, 2, Monaco, 2017-05-19T10:33:01.629Z, f9dbec446bf0
383, 3733, 1, Monaco, 2017-05-19T10:33:01.687Z, d397e6a81ea4
402, 4009, 2, Monaco, 2017-05-19T10:33:01.990Z, f9dbec446bf0
466, 3721, 1, Monaco, 2017-05-19T10:33:02.047Z, d397e6a81ea4
385, 3995, 2, Monaco, 2017-05-19T10:33:02.453Z, f9dbec446bf0
398, 3708, 1, Monaco, 2017-05-19T10:33:02.460Z, d397e6a81ea4
384, 3698, 1, Monaco, 2017-05-19T10:33:02.879Z, d397e6a81ea4
390, 4006, 2, Monaco, 2017-05-19T10:33:02.885Z, f9dbec446bf0
401, 3997, 2, Monaco, 2017-05-19T10:33:03.248Z, f9dbec446bf0
380, 3691, 1, Monaco, 2017-05-19T10:33:03.659Z, d397e6a81ea4
390, 3986, 2, Monaco, 2017-05-19T10:33:03.813Z, f9dbec446bf0
393, 3979, 2, Monaco, 2017-05-19T10:33:04.017Z, f9dbec446bf0
398, 3975, 2, Monaco, 2017-05-19T10:33:04.322Z, f9dbec446bf0
517, 3680, 1, Monaco, 2017-05-19T10:33:04.326Z, d397e6a81ea4
385, 3665, 1, Monaco, 2017-05-19T10:33:04.733Z, d397e6a81ea4
377, 3971, 2, Monaco, 2017-05-19T10:33:04.838Z, f9dbec446bf0
419, 3665, 1, Monaco, 2017-05-19T10:33:05.093Z, d397e6a81ea4
381, 3981, 2, Monaco, 2017-05-19T10:33:05.148Z, f9dbec446bf0
420, 3673, 1, Monaco, 2017-05-19T10:33:05.351Z, d397e6a81ea4
409, 3974, 2, Monaco, 2017-05-19T10:33:05.504Z, f9dbec446bf0
416, 3674, 1, Monaco, 2017-05-19T10:33:05.809Z, d397e6a81ea4
394, 3970, 2, Monaco, 2017-05-19T10:33:05.909Z, f9dbec446bf0
384, 3681, 1, Monaco, 2017-05-19T10:33:06.068Z, d397e6a81ea4
398, 3968, 2, Monaco, 2017-05-19T10:33:06.124Z, f9dbec446bf0
385, 3733, 1, Monaco, 2017-05-19T10:33:06.275Z, d397e6a81ea4
392, 3966, 2, Monaco, 2017-05-19T10:33:06.381Z, f9dbec446bf0
392, 3760, 1, Monaco, 2017-05-19T10:33:06.682Z, d397e6a81ea4
380, 3961, 2, Monaco, 2017-05-19T10:33:06.839Z, f9dbec446bf0
398, 3742, 1, Monaco, 2017-05-19T10:33:07.096Z, d397e6a81ea4
406, 3959, 2, Monaco, 2017-05-19T10:33:07.252Z, f9dbec446bf0
391, 3729, 1, Monaco, 2017-05-19T10:33:07.555Z, d397e6a81ea4
354, 3956, 2, Monaco, 2017-05-19T10:33:07.661Z, f9dbec446bf0
383, 3711, 1, Monaco, 2017-05-19T10:33:07.971Z, d397e6a81ea4
426, 3953, 2, Monaco, 2017-05-19T10:33:08.319Z, f9dbec446bf0
387, 3705, 1, Monaco, 2017-05-19T10:33:08.370Z, d397e6a81ea4
443, 4061, 2, Monaco, 2017-05-19T10:33:08.677Z, f9dbec446bf0
372, 3700, 1, Monaco, 2017-05-19T10:33:08.984Z, d397e6a81ea4
462, 4035, 2, Monaco, 2017-05-19T10:33:09.034Z, f9dbec446bf0
374, 3707, 1, Monaco, 2017-05-19T10:33:09.339Z, d397e6a81ea4
427, 4019, 2, Monaco, 2017-05-19T10:33:09.452Z, f9dbec446bf0
445, 3700, 1, Monaco, 2017-05-19T10:33:09.752Z, d397e6a81ea4
408, 4000, 2, Monaco, 2017-05-19T10:33:09.854Z, f9dbec446bf0
394, 3989, 2, Monaco, 2017-05-19T10:33:10.309Z, f9dbec446bf0
390, 3701, 1, Monaco, 2017-05-19T10:33:10.612Z, d397e6a81ea4
391, 4005, 2, Monaco, 2017-05-19T10:33:10.866Z, f9dbec446bf0
406, 3993, 2, Monaco, 2017-05-19T10:33:11.226Z, f9dbec446bf0
377, 3716, 1, Monaco, 2017-05-19T10:33:11.440Z, d397e6a81ea4
395, 3981, 2, Monaco, 2017-05-19T10:33:11.678Z, f9dbec446bf0
395, 3695, 1, Monaco, 2017-05-19T10:33:12.036Z, d397e6a81ea4
391, 3975, 2, Monaco, 2017-05-19T10:33:12.143Z, f9dbec446bf0
532, 3672, 1, Monaco, 2017-05-19T10:33:12.394Z, d397e6a81ea4
401, 3969, 2, Monaco, 2017-05-19T10:33:12.555Z, f9dbec446bf0
450, 3671, 1, Monaco, 2017-05-19T10:33:12.756Z, d397e6a81ea4
392, 3965, 2, Monaco, 2017-05-19T10:33:12.912Z, f9dbec446bf0
417, 3673, 1, Monaco, 2017-05-19T10:33:13.215Z, d397e6a81ea4
395, 3962, 2, Monaco, 2017-05-19T10:33:13.523Z, f9dbec446bf0
410, 3717, 1, Monaco, 2017-05-19T10:33:13.629Z, d397e6a81ea4
394, 3989, 2, Monaco, 2017-05-19T10:33:13.931Z, f9dbec446bf0
397, 3718, 1, Monaco, 2017-05-19T10:33:14.133Z, d397e6a81ea4
387, 3982, 2, Monaco, 2017-05-19T10:33:14.290Z, f9dbec446bf0
379, 3770, 1, Monaco, 2017-05-19T10:33:14.597Z, d397e6a81ea4
372, 3974, 2, Monaco, 2017-05-19T10:33:14.851Z, f9dbec446bf0
396, 3750, 1, Monaco, 2017-05-19T10:33:15.006Z, d397e6a81ea4
393, 3968, 2, Monaco, 2017-05-19T10:33:15.359Z, f9dbec446bf0
375, 3779, 1, Monaco, 2017-05-19T10:33:15.415Z, d397e6a81ea4
407, 3965, 2, Monaco, 2017-05-19T10:33:15.666Z, f9dbec446bf0
400, 3759, 1, Monaco, 2017-05-19T10:33:15.821Z, d397e6a81ea4
410, 4001, 2, Monaco, 2017-05-19T10:33:16.198Z, f9dbec446bf0
396, 3739, 1, Monaco, 2017-05-19T10:33:16.310Z, d397e6a81ea4
392, 3988, 2, Monaco, 2017-05-19T10:33:16.667Z, f9dbec446bf0
407, 3721, 1, Monaco, 2017-05-19T10:33:16.730Z, d397e6a81ea4
385, 3984, 2, Monaco, 2017-05-19T10:33:17.083Z, f9dbec446bf0
394, 3719, 1, Monaco, 2017-05-19T10:33:17.091Z, d397e6a81ea4
437, 3979, 2, Monaco, 2017-05-19T10:33:17.497Z, f9dbec446bf0
387, 3707, 1, Monaco, 2017-05-19T10:33:17.648Z, d397e6a81ea4
371, 3966, 2, Monaco, 2017-05-19T10:33:17.849Z, f9dbec446bf0
393, 3699, 1, Monaco, 2017-05-19T10:33:18.110Z, d397e6a81ea4
369, 3962, 2, Monaco, 2017-05-19T10:33:18.219Z, f9dbec446bf0
441, 3746, 1, Monaco, 2017-05-19T10:33:18.433Z, d397e6a81ea4
353, 3964, 2, Monaco, 2017-05-19T10:33:18.966Z, f9dbec446bf0
379, 3729, 1, Monaco, 2017-05-19T10:33:19.363Z, d397e6a81ea4
442, 3949, 2, Monaco, 2017-05-19T10:33:19.370Z, f9dbec446bf0
417, 3947, 2, Monaco, 2017-05-19T10:33:19.627Z, f9dbec446bf0
393, 3707, 1, Monaco, 2017-05-19T10:33:19.780Z, d397e6a81ea4
421, 3947, 2, Monaco, 2017-05-19T10:33:20.186Z, f9dbec446bf0
391, 3696, 1, Monaco, 2017-05-19T10:33:20.187Z, d397e6a81ea4
401, 3947, 2, Monaco, 2017-05-19T10:33:20.545Z, f9dbec446bf0
436, 3690, 1, Monaco, 2017-05-19T10:33:20.746Z, d397e6a81ea4
390, 3977, 2, Monaco, 2017-05-19T10:33:21.053Z, f9dbec446bf0
525, 3673, 1, Monaco, 2017-05-19T10:33:21.062Z, d397e6a81ea4
387, 3667, 1, Monaco, 2017-05-19T10:33:21.464Z, d397e6a81ea4
373, 3985, 2, Monaco, 2017-05-19T10:33:21.618Z, f9dbec446bf0
408, 3980, 2, Monaco, 2017-05-19T10:33:21.981Z, f9dbec446bf0
405, 3668, 1, Monaco, 2017-05-19T10:33:22.075Z, d397e6a81ea4
397, 3971, 2, Monaco, 2017-05-19T10:33:22.382Z, f9dbec446bf0
401, 3669, 1, Monaco, 2017-05-19T10:33:22.437Z, d397e6a81ea4
397, 3670, 1, Monaco, 2017-05-19T10:33:22.840Z, d397e6a81ea4
395, 3966, 2, Monaco, 2017-05-19T10:33:23.204Z, f9dbec446bf0
373, 3670, 1, Monaco, 2017-05-19T10:33:23.299Z, d397e6a81ea4
388, 4003, 2, Monaco, 2017-05-19T10:33:23.608Z, f9dbec446bf0
404, 3665, 1, Monaco, 2017-05-19T10:33:23.763Z, d397e6a81ea4
382, 3989, 2, Monaco, 2017-05-19T10:33:24.165Z, f9dbec446bf0
384, 3665, 1, Monaco, 2017-05-19T10:33:24.524Z, d397e6a81ea4
390, 3975, 2, Monaco, 2017-05-19T10:33:24.579Z, f9dbec446bf0
389, 3970, 2, Monaco, 2017-05-19T10:33:24.984Z, f9dbec446bf0
382, 3669, 1, Monaco, 2017-05-19T10:33:25.038Z, d397e6a81ea4
388, 3668, 1, Monaco, 2017-05-19T10:33:25.442Z, d397e6a81ea4
378, 4027, 2, Monaco, 2017-05-19T10:33:25.546Z, f9dbec446bf0
372, 3686, 1, Monaco, 2017-05-19T10:33:25.849Z, d397e6a81ea4
388, 4005, 2, Monaco, 2017-05-19T10:33:25.950Z, f9dbec446bf0
413, 3991, 2, Monaco, 2017-05-19T10:33:26.371Z, f9dbec446bf0
376, 3684, 1, Monaco, 2017-05-19T10:33:26.443Z, d397e6a81ea4
376, 3679, 1, Monaco, 2017-05-19T10:33:26.801Z, d397e6a81ea4
401, 3980, 2, Monaco, 2017-05-19T10:33:26.913Z, f9dbec446bf0
442, 3682, 1, Monaco, 2017-05-19T10:33:27.216Z, d397e6a81ea4
400, 3969, 2, Monaco, 2017-05-19T10:33:27.320Z, f9dbec446bf0
402, 3962, 2, Monaco, 2017-05-19T10:33:27.678Z, f9dbec446bf0
392, 3676, 1, Monaco, 2017-05-19T10:33:27.730Z, d397e6a81ea4
384, 3694, 1, Monaco, 2017-05-19T10:33:28.138Z, d397e6a81ea4
372, 3962, 2, Monaco, 2017-05-19T10:33:28.240Z, f9dbec446bf0
392, 3696, 1, Monaco, 2017-05-19T10:33:28.495Z, d397e6a81ea4
394, 3958, 2, Monaco, 2017-05-19T10:33:28.598Z, f9dbec446bf0
384, 3687, 1, Monaco, 2017-05-19T10:33:28.954Z, d397e6a81ea4
375, 3957, 2, Monaco, 2017-05-19T10:33:29.005Z, f9dbec446bf0
399, 3680, 1, Monaco, 2017-05-19T10:33:29.516Z, d397e6a81ea4
426, 3952, 2, Monaco, 2017-05-19T10:33:29.666Z, f9dbec446bf0
525, 3672, 1, Monaco, 2017-05-19T10:33:29.872Z, d397e6a81ea4
424, 3942, 2, Monaco, 2017-05-19T10:33:30.130Z, f9dbec446bf0
394, 3667, 1, Monaco, 2017-05-19T10:33:30.238Z, d397e6a81ea4
461, 3942, 2, Monaco, 2017-05-19T10:33:30.340Z, f9dbec446bf0
404, 3665, 1, Monaco, 2017-05-19T10:33:30.695Z, d397e6a81ea4
415, 3940, 2, Monaco, 2017-05-19T10:33:30.847Z, f9dbec446bf0
403, 3724, 1, Monaco, 2017-05-19T10:33:31.109Z, d397e6a81ea4
407, 3941, 2, Monaco, 2017-05-19T10:33:31.220Z, f9dbec446bf0
397, 3716, 1, Monaco, 2017-05-19T10:33:31.626Z, d397e6a81ea4
392, 3943, 2, Monaco, 2017-05-19T10:33:31.739Z, f9dbec446bf0
371, 3770, 1, Monaco, 2017-05-19T10:33:32.056Z, d397e6a81ea4
373, 3991, 2, Monaco, 2017-05-19T10:33:32.267Z, f9dbec446bf0
411, 4041, 2, Monaco, 2017-05-19T10:33:32.670Z, f9dbec446bf0
385, 4019, 2, Monaco, 2017-05-19T10:33:33.025Z, f9dbec446bf0
393, 4000, 2, Monaco, 2017-05-19T10:33:33.536Z, f9dbec446bf0
401, 3990, 2, Monaco, 2017-05-19T10:33:33.938Z, f9dbec446bf0
384, 3982, 2, Monaco, 2017-05-19T10:33:34.343Z, f9dbec446bf0
384, 4016, 2, Monaco, 2017-05-19T10:33:35.001Z, f9dbec446bf0
399, 3991, 2, Monaco, 2017-05-19T10:33:35.264Z, f9dbec446bf0
385, 4095, 2, Monaco, 2017-05-19T10:33:36.409Z, f9dbec446bf0
388, 4045, 2, Monaco, 2017-05-19T10:33:36.616Z, f9dbec446bf0
405, 4023, 2, Monaco, 2017-05-19T10:33:37.043Z, f9dbec446bf0
401, 4031, 2, Monaco, 2017-05-19T10:33:37.567Z, f9dbec446bf0
404, 4000, 2, Monaco, 2017-05-19T10:33:38.025Z, f9dbec446bf0
396, 4009, 2, Monaco, 2017-05-19T10:33:38.426Z, f9dbec446bf0
394, 3995, 2, Monaco, 2017-05-19T10:33:39.386Z, f9dbec446bf0
374, 3971, 2, Monaco, 2017-05-19T10:33:39.691Z, f9dbec446bf0
496, 4018, 2, Monaco, 2017-05-19T10:33:40.500Z, f9dbec446bf0
442, 3979, 2, Monaco, 2017-05-19T10:33:40.753Z, f9dbec446bf0
442, 3967, 2, Monaco, 2017-05-19T10:33:40.956Z, f9dbec446bf0
432, 3961, 2, Monaco, 2017-05-19T10:33:41.518Z, f9dbec446bf0
425, 3956, 2, Monaco, 2017-05-19T10:33:41.920Z, f9dbec446bf0
401, 3951, 2, Monaco, 2017-05-19T10:33:42.382Z, f9dbec446bf0
378, 3948, 2, Monaco, 2017-05-19T10:33:42.847Z, f9dbec446bf0
411, 3945, 2, Monaco, 2017-05-19T10:33:43.280Z, f9dbec446bf0
403, 3955, 2, Monaco, 2017-05-19T10:33:43.685Z, f9dbec446bf0
377, 3961, 2, Monaco, 2017-05-19T10:33:44.243Z, f9dbec446bf0
406, 3956, 2, Monaco, 2017-05-19T10:33:44.606Z, f9dbec446bf0
391, 3952, 2, Monaco, 2017-05-19T10:33:45.011Z, f9dbec446bf0
389, 3946, 2, Monaco, 2017-05-19T10:33:45.719Z, f9dbec446bf0
400, 3946, 2, Monaco, 2017-05-19T10:33:45.939Z, f9dbec446bf0
397, 3943, 2, Monaco, 2017-05-19T10:33:46.327Z, f9dbec446bf0
384, 3944, 2, Monaco, 2017-05-19T10:33:47.019Z, f9dbec446bf0
393, 3943, 2, Monaco, 2017-05-19T10:33:47.325Z, f9dbec446bf0
410, 3960, 2, Monaco, 2017-05-19T10:33:47.738Z, f9dbec446bf0
405, 3955, 2, Monaco, 2017-05-19T10:33:48.250Z, f9dbec446bf0
411, 3950, 2, Monaco, 2017-05-19T10:33:48.648Z, f9dbec446bf0
386, 3948, 2, Monaco, 2017-05-19T10:33:49.056Z, f9dbec446bf0
387, 3945, 2, Monaco, 2017-05-19T10:33:49.564Z, f9dbec446bf0
376, 3962, 2, Monaco, 2017-05-19T10:33:49.966Z, f9dbec446bf0
371, 3956, 2, Monaco, 2017-05-19T10:33:50.371Z, f9dbec446bf0
533, 3953, 2, Monaco, 2017-05-19T10:33:51.130Z, f9dbec446bf0
473, 3943, 2, Monaco, 2017-05-19T10:33:51.435Z, f9dbec446bf0
556, 3943, 2, Monaco, 2017-05-19T10:33:51.638Z, f9dbec446bf0
380, 3943, 2, Monaco, 2017-05-19T10:33:52.196Z, f9dbec446bf0
393, 3942, 2, Monaco, 2017-05-19T10:33:52.552Z, f9dbec446bf0
392, 3941, 2, Monaco, 2017-05-19T10:33:53.058Z, f9dbec446bf0
385, 3940, 2, Monaco, 2017-05-19T10:33:53.563Z, f9dbec446bf0
317, 3944, 2, Monaco, 2017-05-19T10:33:53.923Z, f9dbec446bf0
398, 3747, 0, Monaco, 2017-05-19T10:34:05.886Z, d397e6a81ea4
388, 3974, 1, Monaco, 2017-05-19T10:34:05.892Z, f9dbec446bf0
409, 3984, 1, Monaco, 2017-05-19T10:34:06.199Z, f9dbec446bf0
395, 3698, 2, Monaco, 2017-05-19T10:34:06.302Z, d397e6a81ea4
398, 3975, 1, Monaco, 2017-05-19T10:34:06.659Z, f9dbec446bf0
396, 3691, 2, Monaco, 2017-05-19T10:34:06.711Z, d397e6a81ea4
392, 3750, 2, Monaco, 2017-05-19T10:34:07.066Z, d397e6a81ea4
389, 3968, 1, Monaco, 2017-05-19T10:34:07.168Z, f9dbec446bf0
409, 3968, 1, Monaco, 2017-05-19T10:34:07.541Z, f9dbec446bf0
375, 3733, 2, Monaco, 2017-05-19T10:34:07.647Z, d397e6a81ea4
399, 3968, 1, Monaco, 2017-05-19T10:34:07.925Z, f9dbec446bf0
386, 3715, 2, Monaco, 2017-05-19T10:34:08.067Z, d397e6a81ea4
439, 3706, 2, Monaco, 2017-05-19T10:34:08.474Z, d397e6a81ea4
368, 3958, 1, Monaco, 2017-05-19T10:34:08.584Z, f9dbec446bf0
386, 3952, 1, Monaco, 2017-05-19T10:34:08.940Z, f9dbec446bf0
414, 3695, 2, Monaco, 2017-05-19T10:34:08.942Z, d397e6a81ea4
414, 3949, 1, Monaco, 2017-05-19T10:34:09.398Z, f9dbec446bf0
389, 3763, 2, Monaco, 2017-05-19T10:34:09.454Z, d397e6a81ea4
398, 3741, 2, Monaco, 2017-05-19T10:34:09.758Z, d397e6a81ea4
393, 3947, 1, Monaco, 2017-05-19T10:34:09.912Z, f9dbec446bf0
375, 3741, 2, Monaco, 2017-05-19T10:34:10.165Z, d397e6a81ea4
408, 3960, 1, Monaco, 2017-05-19T10:34:10.316Z, f9dbec446bf0
387, 3990, 1, Monaco, 2017-05-19T10:34:10.673Z, f9dbec446bf0
496, 3729, 2, Monaco, 2017-05-19T10:34:11.330Z, d397e6a81ea4
379, 3978, 1, Monaco, 2017-05-19T10:34:11.336Z, f9dbec446bf0
371, 3695, 2, Monaco, 2017-05-19T10:34:11.441Z, d397e6a81ea4
402, 3967, 1, Monaco, 2017-05-19T10:34:11.642Z, f9dbec446bf0
402, 3695, 2, Monaco, 2017-05-19T10:34:12.000Z, d397e6a81ea4
365, 3957, 1, Monaco, 2017-05-19T10:34:12.000Z, f9dbec446bf0
396, 3689, 2, Monaco, 2017-05-19T10:34:12.407Z, d397e6a81ea4
347, 3980, 1, Monaco, 2017-05-19T10:34:12.665Z, f9dbec446bf0
398, 3685, 2, Monaco, 2017-05-19T10:34:12.825Z, d397e6a81ea4
455, 3957, 2, Monaco, 2017-05-19T10:34:13.017Z, f9dbec446bf0
464, 3953, 2, Monaco, 2017-05-19T10:34:13.279Z, f9dbec446bf0
384, 3684, 1, Monaco, 2017-05-19T10:34:13.332Z, d397e6a81ea4
394, 3770, 1, Monaco, 2017-05-19T10:34:13.737Z, d397e6a81ea4
418, 3950, 2, Monaco, 2017-05-19T10:34:13.844Z, f9dbec446bf0
414, 3974, 2, Monaco, 2017-05-19T10:34:14.202Z, f9dbec446bf0
372, 3743, 1, Monaco, 2017-05-19T10:34:14.201Z, d397e6a81ea4
391, 3785, 1, Monaco, 2017-05-19T10:34:14.510Z, d397e6a81ea4
405, 4015, 2, Monaco, 2017-05-19T10:34:14.762Z, f9dbec446bf0
392, 3758, 1, Monaco, 2017-05-19T10:34:15.170Z, d397e6a81ea4
379, 4005, 2, Monaco, 2017-05-19T10:34:15.221Z, f9dbec446bf0
390, 3732, 1, Monaco, 2017-05-19T10:34:15.477Z, d397e6a81ea4
377, 4023, 2, Monaco, 2017-05-19T10:34:15.579Z, f9dbec446bf0
393, 3718, 1, Monaco, 2017-05-19T10:34:15.836Z, d397e6a81ea4
397, 4004, 2, Monaco, 2017-05-19T10:34:15.988Z, f9dbec446bf0
386, 3708, 1, Monaco, 2017-05-19T10:34:16.401Z, d397e6a81ea4
366, 4000, 2, Monaco, 2017-05-19T10:34:16.452Z, f9dbec446bf0
382, 3694, 1, Monaco, 2017-05-19T10:34:16.811Z, d397e6a81ea4
407, 3992, 2, Monaco, 2017-05-19T10:34:16.861Z, f9dbec446bf0
463, 3688, 1, Monaco, 2017-05-19T10:34:17.270Z, d397e6a81ea4
392, 3978, 2, Monaco, 2017-05-19T10:34:17.270Z, f9dbec446bf0
388, 3680, 1, Monaco, 2017-05-19T10:34:17.679Z, d397e6a81ea4
390, 3966, 2, Monaco, 2017-05-19T10:34:17.829Z, f9dbec446bf0
374, 3676, 1, Monaco, 2017-05-19T10:34:18.149Z, d397e6a81ea4
394, 3953, 2, Monaco, 2017-05-19T10:34:18.201Z, f9dbec446bf0
398, 3697, 1, Monaco, 2017-05-19T10:34:18.538Z, d397e6a81ea4
396, 4027, 2, Monaco, 2017-05-19T10:34:18.646Z, f9dbec446bf0
370, 3715, 1, Monaco, 2017-05-19T10:34:18.958Z, d397e6a81ea4
371, 4001, 2, Monaco, 2017-05-19T10:34:19.204Z, f9dbec446bf0
402, 3701, 1, Monaco, 2017-05-19T10:34:19.490Z, d397e6a81ea4
381, 4020, 2, Monaco, 2017-05-19T10:34:19.569Z, f9dbec446bf0
497, 3748, 1, Monaco, 2017-05-19T10:34:19.823Z, d397e6a81ea4
416, 4001, 2, Monaco, 2017-05-19T10:34:20.017Z, f9dbec446bf0
313, 3732, 1, Monaco, 2017-05-19T10:34:20.165Z, d397e6a81ea4
399, 3981, 2, Monaco, 2017-05-19T10:34:20.526Z, f9dbec446bf0
401, 3716, 1, Monaco, 2017-05-19T10:34:20.680Z, d397e6a81ea4
413, 3964, 2, Monaco, 2017-05-19T10:34:20.933Z, f9dbec446bf0
402, 3700, 1, Monaco, 2017-05-19T10:34:21.090Z, d397e6a81ea4
381, 4016, 2, Monaco, 2017-05-19T10:34:21.347Z, f9dbec446bf0
400, 3692, 1, Monaco, 2017-05-19T10:34:21.599Z, d397e6a81ea4
383, 3996, 2, Monaco, 2017-05-19T10:34:21.857Z, f9dbec446bf0
384, 3686, 1, Monaco, 2017-05-19T10:34:22.058Z, d397e6a81ea4
403, 3973, 2, Monaco, 2017-05-19T10:34:22.216Z, f9dbec446bf0
388, 3682, 1, Monaco, 2017-05-19T10:34:22.431Z, d397e6a81ea4
362, 3966, 2, Monaco, 2017-05-19T10:34:22.599Z, f9dbec446bf0
380, 3676, 1, Monaco, 2017-05-19T10:34:22.863Z, d397e6a81ea4
385, 3673, 1, Monaco, 2017-05-19T10:34:23.325Z, d397e6a81ea4
434, 3956, 2, Monaco, 2017-05-19T10:34:23.326Z, f9dbec446bf0
467, 3936, 2, Monaco, 2017-05-19T10:34:23.681Z, f9dbec446bf0
387, 3672, 1, Monaco, 2017-05-19T10:34:23.790Z, d397e6a81ea4
322, 3930, 2, Monaco, 2017-05-19T10:34:23.994Z, f9dbec446bf0
394, 3699, 1, Monaco, 2017-05-19T10:34:24.201Z, d397e6a81ea4
420, 3929, 2, Monaco, 2017-05-19T10:34:24.505Z, f9dbec446bf0
407, 3692, 1, Monaco, 2017-05-19T10:34:24.609Z, d397e6a81ea4
424, 3929, 2, Monaco, 2017-05-19T10:34:24.865Z, f9dbec446bf0
371, 3687, 1, Monaco, 2017-05-19T10:34:25.121Z, d397e6a81ea4
391, 3928, 2, Monaco, 2017-05-19T10:34:25.417Z, f9dbec446bf0
384, 3679, 1, Monaco, 2017-05-19T10:34:25.574Z, d397e6a81ea4
394, 3927, 2, Monaco, 2017-05-19T10:34:25.878Z, f9dbec446bf0
435, 3720, 1, Monaco, 2017-05-19T10:34:25.981Z, d397e6a81ea4
411, 3954, 2, Monaco, 2017-05-19T10:34:26.250Z, f9dbec446bf0
390, 3704, 1, Monaco, 2017-05-19T10:34:26.445Z, d397e6a81ea4
392, 3948, 2, Monaco, 2017-05-19T10:34:26.703Z, f9dbec446bf0
373, 3692, 1, Monaco, 2017-05-19T10:34:26.854Z, d397e6a81ea4
394, 3942, 2, Monaco, 2017-05-19T10:34:27.160Z, f9dbec446bf0
397, 3685, 1, Monaco, 2017-05-19T10:34:27.220Z, d397e6a81ea4
389, 3937, 2, Monaco, 2017-05-19T10:34:27.615Z, f9dbec446bf0
392, 3679, 1, Monaco, 2017-05-19T10:34:27.673Z, d397e6a81ea4
391, 3932, 2, Monaco, 2017-05-19T10:34:27.986Z, f9dbec446bf0
409, 3675, 1, Monaco, 2017-05-19T10:34:28.227Z, d397e6a81ea4
390, 3945, 2, Monaco, 2017-05-19T10:34:28.534Z, f9dbec446bf0
526, 3658, 1, Monaco, 2017-05-19T10:34:28.642Z, d397e6a81ea4
168, 3653, 1, Monaco, 2017-05-19T10:34:28.893Z, d397e6a81ea4
