MANDT;MATNR;MTART;MEINS;BRGEW;NTGEW;GEWEI;MANDT_1;MATNR_1;STPRS;BKLAS;MANDT_2;MATNR_2;SPRAS;MAKTX;MAKTG
800.000000;RM15;ROH;ST;100.000;40.000;G;400.000000;RM15;Feb 64;3000;800.000000;RM15;E;RAW15\,PD;RAW15\,PD
800.000000;RM15;ROH;ST;100.000;40.000;G;400.000000;RM15;Feb 64;3000;400.000000;RM15;E;Filler;FILLER
800.000000;RM15;ROH;ST;100.000;40.000;G;400.000000;RM15;0.20;3000;800.000000;RM15;E;RAW15\,PD;RAW15\,PD
800.000000;RM15;ROH;ST;100.000;40.000;G;400.000000;RM15;0.20;3000;400.000000;RM15;E;Filler;FILLER
800.000000;RM15;ROH;ST;100.000;40.000;G;400.000000;RM15;0.30;3000;800.000000;RM15;E;RAW15\,PD;RAW15\,PD
800.000000;RM15;ROH;ST;100.000;40.000;G;400.000000;RM15;0.30;3000;400.000000;RM15;E;Filler;FILLER
800.000000;RM15;ROH;ST;100.000;40.000;G;400.000000;RM15;0.40;3000;800.000000;RM15;E;RAW15\,PD;RAW15\,PD
800.000000;RM15;ROH;ST;100.000;40.000;G;400.000000;RM15;0.40;3000;400.000000;RM15;E;Filler;FILLER
800.000000;RM15;ROH;ST;100.000;40.000;G;400.000000;RM15;0.20;3000;800.000000;RM15;E;RAW15\,PD;RAW15\,PD
800.000000;RM15;ROH;ST;100.000;40.000;G;400.000000;RM15;0.20;3000;400.000000;RM15;E;Filler;FILLER
800.000000;RM15;ROH;ST;100.000;40.000;G;400.000000;RM15;Jan 40;3000;800.000000;RM15;E;RAW15\,PD;RAW15\,PD
800.000000;RM15;ROH;ST;100.000;40.000;G;400.000000;RM15;Jan 40;3000;400.000000;RM15;E;Filler;FILLER
800.000000;RM15;ROH;ST;100.000;40.000;G;800.000000;RM15;0.20;3000;800.000000;RM15;E;RAW15\,PD;RAW15\,PD
800.000000;RM15;ROH;ST;100.000;40.000;G;800.000000;RM15;0.20;3000;400.000000;RM15;E;Filler;FILLER
400.000000;126;HALB;EA;0.000;0.000;null;null;null;null;null;400.000000;126;E;Single Row Bearing;SINGLE ROW BEARING
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;MR535158;MODE;EA;0.200;0.200;KG;400.000000;MR535158;0.00;3100;400.000000;MR535158;E;Rose Gold-Tone Watch;ROSE GOLD-TONE WATCH
400.000000;TIME AND MATERIALS;FERT;H;0.000;0.000;KG;null;null;null;null;400.000000;TIME AND MATERIALS;E;Time & Materials Billing;TIME & MATERIALS BILLING
400.000000;579;HALB;EA;0.000;0.000;null;null;null;null;null;400.000000;579;E;front_upper_arm_mount;FRONT_UPPER_ARM_MOUNT
400.000000;ETO_CONTROL;HALB;ST;0.000;0.000;KG;400.000000;ETO_CONTROL;500.00;7900;400.000000;ETO_CONTROL;E;ETO Control Unit;ETO CONTROL UNIT
400.000000;ML_RM_158;ROH;EA;0.000;0.000;null;400.000000;ML_RM_158;30.00;3000;400.000000;ML_RM_158;E;Windshield Base Support;WINDSHIELD BASE SUPPORT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;MR311221;HAWA;EA;0.200;0.200;KG;400.000000;MR311221;0.00;3100;400.000000;MR311221;E;Water 24 ct;WATER 24 CT
400.000000;ATP-PROD02B;FERT;EA;1.200;1.000;KG;400.000000;ATP-PROD02B;100.00;7920;400.000000;ATP-PROD02B;E;ATP Product 02 (Coll. Prod. Alloc.);ATP PRODUCT 02 (COLL. PROD. ALLOC.)
400.000000;365;ROH;EA;0.000;0.000;null;400.000000;365;50.00;3000;400.000000;365;E;429012-COVER;429012-COVER
800.000000;RM16;ROH;ST;0.500;0.400;KG;400.000000;RM16;0.25;3000;800.000000;RM16;E;RAW16\,PD;RAW16\,PD
800.000000;RM16;ROH;ST;0.500;0.400;KG;400.000000;RM16;0.25;3000;400.000000;RM16;E;Top metal tube;TOP METAL TUBE
800.000000;RM16;ROH;ST;0.500;0.400;KG;800.000000;RM16;0.25;3000;800.000000;RM16;E;RAW16\,PD;RAW16\,PD
800.000000;RM16;ROH;ST;0.500;0.400;KG;800.000000;RM16;0.25;3000;400.000000;RM16;E;Top metal tube;TOP METAL TUBE
800.000000;RM16;ROH;ST;0.500;0.400;KG;400.000000;RM16;0.25;3000;800.000000;RM16;E;RAW16\,PD;RAW16\,PD
800.000000;RM16;ROH;ST;0.500;0.400;KG;400.000000;RM16;0.25;3000;400.000000;RM16;E;Top metal tube;TOP METAL TUBE
800.000000;RM16;ROH;ST;0.500;0.400;KG;400.000000;RM16;02. Jan;3000;800.000000;RM16;E;RAW16\,PD;RAW16\,PD
800.000000;RM16;ROH;ST;0.500;0.400;KG;400.000000;RM16;02. Jan;3000;400.000000;RM16;E;Top metal tube;TOP METAL TUBE
800.000000;RM16;ROH;ST;0.500;0.400;KG;400.000000;RM16;0.25;3000;800.000000;RM16;E;RAW16\,PD;RAW16\,PD
800.000000;RM16;ROH;ST;0.500;0.400;KG;400.000000;RM16;0.25;3000;400.000000;RM16;E;Top metal tube;TOP METAL TUBE
800.000000;RM16;ROH;ST;0.500;0.400;KG;400.000000;RM16;0.38;3000;800.000000;RM16;E;RAW16\,PD;RAW16\,PD
800.000000;RM16;ROH;ST;0.500;0.400;KG;400.000000;RM16;0.38;3000;400.000000;RM16;E;Top metal tube;TOP METAL TUBE
800.000000;RM16;ROH;ST;0.500;0.400;KG;400.000000;RM16;0.50;3000;800.000000;RM16;E;RAW16\,PD;RAW16\,PD
800.000000;RM16;ROH;ST;0.500;0.400;KG;400.000000;RM16;0.50;3000;400.000000;RM16;E;Top metal tube;TOP METAL TUBE
800.000000;RM16;ROH;ST;0.500;0.400;KG;400.000000;RM16;0.25;3000;800.000000;RM16;E;RAW16\,PD;RAW16\,PD
800.000000;RM16;ROH;ST;0.500;0.400;KG;400.000000;RM16;0.25;3000;400.000000;RM16;E;Top metal tube;TOP METAL TUBE
800.000000;RM16;ROH;ST;0.500;0.400;KG;400.000000;RM16;Jan 75;3000;800.000000;RM16;E;RAW16\,PD;RAW16\,PD
800.000000;RM16;ROH;ST;0.500;0.400;KG;400.000000;RM16;Jan 75;3000;400.000000;RM16;E;Top metal tube;TOP METAL TUBE
800.000000;RM16;ROH;ST;0.500;0.400;KG;800.000000;RM16;0.25;3000;800.000000;RM16;E;RAW16\,PD;RAW16\,PD
800.000000;RM16;ROH;ST;0.500;0.400;KG;800.000000;RM16;0.25;3000;400.000000;RM16;E;Top metal tube;TOP METAL TUBE
400.000000;127;HALB;EA;0.000;0.000;null;null;null;null;null;400.000000;127;E;Impeller - Duplex SS;IMPELLER - DUPLEX SS
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;MR311122;HAWA;ST;20.000;20.000;OZ;400.000000;MR311122;0.00;3100;400.000000;MR311122;E;Chocolate Flakes 20 oz;CHOCOLATE FLAKES 20 OZ
400.000000;580;HALB;EA;0.000;0.000;null;null;null;null;null;400.000000;580;E;shaft_1;SHAFT_1
800.000000;RM17;ROH;ST;0.500;0.400;KG;400.000000;RM17;0.88;3000;800.000000;RM17;E;RAW17\,PD;RAW17\,PD
800.000000;RM17;ROH;ST;0.500;0.400;KG;400.000000;RM17;0.88;3000;400.000000;RM17;E;Down metal tube;DOWN METAL TUBE
800.000000;RM17;ROH;ST;0.500;0.400;KG;800.000000;RM17;0.88;3000;800.000000;RM17;E;RAW17\,PD;RAW17\,PD
800.000000;RM17;ROH;ST;0.500;0.400;KG;800.000000;RM17;0.88;3000;400.000000;RM17;E;Down metal tube;DOWN METAL TUBE
800.000000;RM17;ROH;ST;0.500;0.400;KG;400.000000;RM17;0.88;3000;800.000000;RM17;E;RAW17\,PD;RAW17\,PD
800.000000;RM17;ROH;ST;0.500;0.400;KG;400.000000;RM17;0.88;3000;400.000000;RM17;E;Down metal tube;DOWN METAL TUBE
800.000000;RM17;ROH;ST;0.500;0.400;KG;400.000000;RM17;0.36;3000;800.000000;RM17;E;RAW17\,PD;RAW17\,PD
800.000000;RM17;ROH;ST;0.500;0.400;KG;400.000000;RM17;0.36;3000;400.000000;RM17;E;Down metal tube;DOWN METAL TUBE
800.000000;RM17;ROH;ST;0.500;0.400;KG;400.000000;RM17;0.88;3000;800.000000;RM17;E;RAW17\,PD;RAW17\,PD
800.000000;RM17;ROH;ST;0.500;0.400;KG;400.000000;RM17;0.88;3000;400.000000;RM17;E;Down metal tube;DOWN METAL TUBE
800.000000;RM17;ROH;ST;0.500;0.400;KG;400.000000;RM17;Jan 32;3000;800.000000;RM17;E;RAW17\,PD;RAW17\,PD
800.000000;RM17;ROH;ST;0.500;0.400;KG;400.000000;RM17;Jan 32;3000;400.000000;RM17;E;Down metal tube;DOWN METAL TUBE
800.000000;RM17;ROH;ST;0.500;0.400;KG;400.000000;RM17;Jan 76;3000;800.000000;RM17;E;RAW17\,PD;RAW17\,PD
800.000000;RM17;ROH;ST;0.500;0.400;KG;400.000000;RM17;Jan 76;3000;400.000000;RM17;E;Down metal tube;DOWN METAL TUBE
800.000000;RM17;ROH;ST;0.500;0.400;KG;400.000000;RM17;0.88;3000;800.000000;RM17;E;RAW17\,PD;RAW17\,PD
800.000000;RM17;ROH;ST;0.500;0.400;KG;400.000000;RM17;0.88;3000;400.000000;RM17;E;Down metal tube;DOWN METAL TUBE
800.000000;RM17;ROH;ST;0.500;0.400;KG;400.000000;RM17;Jun 16;3000;800.000000;RM17;E;RAW17\,PD;RAW17\,PD
800.000000;RM17;ROH;ST;0.500;0.400;KG;400.000000;RM17;Jun 16;3000;400.000000;RM17;E;Down metal tube;DOWN METAL TUBE
800.000000;RM17;ROH;ST;0.500;0.400;KG;800.000000;RM17;0.88;3000;800.000000;RM17;E;RAW17\,PD;RAW17\,PD
800.000000;RM17;ROH;ST;0.500;0.400;KG;800.000000;RM17;0.88;3000;400.000000;RM17;E;Down metal tube;DOWN METAL TUBE
400.000000;916;HALB;EA;0.000;0.000;null;null;null;null;null;400.000000;916;E;intake_valve;INTAKE_VALVE
400.000000;ATP-PROD02;FERT;EA;1.200;1.000;KG;400.000000;ATP-PROD02;100.00;7920;400.000000;ATP-PROD02;E;ATP Product 02 (Product Allocation);ATP PRODUCT 02 (PRODUCT ALLOCATION)
400.000000;366;ROH;EA;0.000;0.000;null;400.000000;366;100.00;3000;400.000000;366;E;429013-INBOARD_COVER;429013-INBOARD_COVER
400.000000;581;HALB;EA;0.000;0.000;null;null;null;null;null;400.000000;581;E;shaft_2;SHAFT_2
400.000000;MR311231;HAWA;EA;0.200;0.200;KG;400.000000;MR311231;0.00;3100;400.000000;MR311231;E;Beer 12 pk;BEER 12 PK
400.000000;MR311231;HAWA;EA;0.200;0.200;KG;400.000000;MR311231;0.00;3100;400.000000;MR311231;E;Beer 12 pk;BEER 12 PK
400.000000;MR311231;HAWA;EA;0.200;0.200;KG;400.000000;MR311231;0.00;3100;400.000000;MR311231;E;Beer 12 pk;BEER 12 PK
400.000000;MR311231;HAWA;EA;0.200;0.200;KG;400.000000;MR311231;0.00;3100;400.000000;MR311231;E;Beer 12 pk;BEER 12 PK
400.000000;MR311231;HAWA;EA;0.200;0.200;KG;400.000000;MR311231;0.00;3100;400.000000;MR311231;E;Beer 12 pk;BEER 12 PK
400.000000;MR311231;HAWA;EA;0.200;0.200;KG;400.000000;MR311231;0.00;3100;400.000000;MR311231;E;Beer 12 pk;BEER 12 PK
400.000000;MR311231;HAWA;EA;0.200;0.200;KG;400.000000;MR311231;0.00;3100;400.000000;MR311231;E;Beer 12 pk;BEER 12 PK
400.000000;MR311231;HAWA;EA;0.200;0.200;KG;400.000000;MR311231;0.00;3100;400.000000;MR311231;E;Beer 12 pk;BEER 12 PK
400.000000;MR311231;HAWA;EA;0.200;0.200;KG;400.000000;MR311231;0.00;3100;400.000000;MR311231;E;Beer 12 pk;BEER 12 PK
